id,topic,text,label,source_type,year,sentiment_score,argument_strength,word_count,contains_statistics
437089,Automation impact on employment,AI reduces human error in industries,pro,blog,2018,0.52,0.35,6,0
848432,AI will replace jobs,Both risks and benefits exist with AI,neutral,research,2016,-0.28,0.86,7,0
952420,Future of work with AI,AI will create new job opportunities,pro,research,2020,0.45,0.01,6,1
599793,Future of work with AI,Low-skilled workers are at risk due to AI,con,social_media,2017,0.52,0.15,8,1
499770,AI will replace jobs,AI will create new job opportunities,pro,research,2023,0.71,0.44,6,1
110360,Future of work with AI,AI widens economic inequality,con,research,2021,-0.06,0.8,4,0
212738,AI will replace jobs,Low-skilled workers are at risk due to AI,con,news,2016,-0.27,0.34,8,1
474870,Future of work with AI,AI adoption is growing worldwide,neutral,blog,2021,-0.46,0.64,5,1
653722,AI will replace jobs,Automation replaces human workers,con,news,2017,0.23,0.15,4,1
327997,Automation impact on employment,Automation increases productivity and efficiency,pro,research,2018,0.55,0.85,5,0
420149,Future of work with AI,AI adoption is growing worldwide,neutral,social_media,2020,-0.76,0.18,5,0
531648,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,news,2024,0.2,0.06,9,1
743121,Future of work with AI,Technology always creates more jobs than it destroys,pro,blog,2021,0.01,0.82,8,1
738884,AI will replace jobs,Automation replaces human workers,con,research,2022,-0.54,0.65,4,1
327080,Future of work with AI,AI will create new job opportunities,pro,social_media,2021,-0.39,0.4,6,1
507600,AI will replace jobs,Both risks and benefits exist with AI,neutral,social_media,2015,-0.73,0.92,7,1
715707,AI will replace jobs,Low-skilled workers are at risk due to AI,con,research,2025,0.4,0.68,8,0
981761,Future of work with AI,Both risks and benefits exist with AI,neutral,research,2017,-0.11,0.91,7,1
571726,Future of work with AI,AI will create new job opportunities,pro,research,2016,0.48,0.31,6,1
722984,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,news,2021,-0.48,0.19,9,0
407671,AI will replace jobs,The impact of AI on jobs is still uncertain,neutral,news,2021,0.22,0.14,9,0
400009,Future of work with AI,Both risks and benefits exist with AI,neutral,blog,2018,0.14,0.71,7,1
519129,Future of work with AI,Automation replaces human workers,con,research,2020,-0.19,0.62,4,1
211993,Automation impact on employment,AI adoption is growing worldwide,neutral,blog,2025,0.61,0.6,5,0
755447,Automation impact on employment,AI is transforming industries rapidly,neutral,news,2017,-0.31,0.65,5,1
688223,Automation impact on employment,AI is transforming industries rapidly,neutral,blog,2017,0.86,0.39,5,1
680764,Automation impact on employment,AI widens economic inequality,con,blog,2020,-0.28,0.7,4,0
696016,AI will replace jobs,AI will lead to massive unemployment,con,social_media,2015,0.57,0.67,6,0
511404,Future of work with AI,AI will lead to massive unemployment,con,social_media,2016,0.71,0.1,6,1
712211,Automation impact on employment,Low-skilled workers are at risk due to AI,con,social_media,2015,0.53,0.58,8,1
939294,Automation impact on employment,AI is transforming industries rapidly,neutral,blog,2018,0.38,0.51,5,0
224656,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,research,2023,-0.53,0.68,9,0
573126,AI will replace jobs,AI adoption is growing worldwide,neutral,news,2023,0.77,0.69,5,0
969836,AI will replace jobs,Low-skilled workers are at risk due to AI,con,research,2015,-0.32,0.37,8,1
817114,Automation impact on employment,AI will lead to massive unemployment,con,research,2016,-0.88,0.68,6,1
554469,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,blog,2021,0.66,0.76,9,1
495994,Automation impact on employment,Technology always creates more jobs than it destroys,pro,news,2015,0.84,0.16,8,0
268446,Automation impact on employment,Both risks and benefits exist with AI,neutral,blog,2017,-0.42,0.75,7,0
661063,Automation impact on employment,AI adoption is growing worldwide,neutral,blog,2016,-0.63,0.88,5,1
563867,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,research,2024,-0.36,0.13,9,1
608325,Automation impact on employment,AI is transforming industries rapidly,neutral,news,2016,-0.9,0.52,5,1
693374,Automation impact on employment,Both risks and benefits exist with AI,neutral,blog,2023,-0.79,0.89,7,0
519415,AI will replace jobs,AI will create new job opportunities,pro,research,2018,0.42,0.25,6,0
379096,Future of work with AI,Automation replaces human workers,con,research,2020,0.76,0.4,4,0
805704,Future of work with AI,AI will create new job opportunities,pro,news,2015,-0.57,0.23,6,0
630743,AI will replace jobs,AI will create new job opportunities,pro,blog,2015,0.16,0.55,6,0
736736,AI will replace jobs,AI reduces human error in industries,pro,blog,2018,0.54,0.13,6,0
735021,Automation impact on employment,Low-skilled workers are at risk due to AI,con,research,2021,-0.68,0.82,8,0
436754,Future of work with AI,AI is transforming industries rapidly,neutral,news,2025,0.06,0.36,5,0
414124,AI will replace jobs,AI adoption is growing worldwide,neutral,research,2017,0.18,0.3,5,1
861999,Automation impact on employment,Technology always creates more jobs than it destroys,pro,social_media,2017,0.33,0.81,8,0
118655,AI will replace jobs,Both risks and benefits exist with AI,neutral,research,2020,0.84,0.56,7,1
423916,Future of work with AI,Both risks and benefits exist with AI,neutral,social_media,2021,-0.14,0.76,7,0
118996,AI will replace jobs,Low-skilled workers are at risk due to AI,con,social_media,2018,0.83,0.87,8,0
413149,Automation impact on employment,AI will lead to massive unemployment,con,blog,2020,-0.35,0.03,6,0
981384,AI will replace jobs,AI reduces human error in industries,pro,research,2023,0.55,0.65,6,1
711790,AI will replace jobs,Automation replaces human workers,con,research,2018,0.5,0.88,4,1
350566,Automation impact on employment,AI is transforming industries rapidly,neutral,research,2023,-0.8,0.14,5,0
455116,Future of work with AI,AI will create new job opportunities,pro,social_media,2019,-0.64,0.9,6,1
646650,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,social_media,2015,-0.36,0.66,9,1
772464,Automation impact on employment,AI widens economic inequality,con,research,2022,0.78,0.09,4,0
921316,AI will replace jobs,Both risks and benefits exist with AI,neutral,research,2017,0.45,0.4,7,1
843835,AI will replace jobs,AI will lead to massive unemployment,con,research,2020,-0.7,0.44,6,0
224885,Future of work with AI,Technology always creates more jobs than it destroys,pro,news,2019,0.53,0.66,8,1
859529,Future of work with AI,Technology always creates more jobs than it destroys,pro,news,2020,-0.09,0.35,8,1
437113,AI will replace jobs,Automation increases productivity and efficiency,pro,blog,2020,0.91,0.01,5,1
504869,Future of work with AI,AI widens economic inequality,con,blog,2016,0.55,0.02,4,1
555137,AI will replace jobs,Low-skilled workers are at risk due to AI,con,social_media,2018,0.48,0.41,8,0
286846,Future of work with AI,AI is transforming industries rapidly,neutral,news,2025,0.69,0.35,5,0
331541,Future of work with AI,AI reduces human error in industries,pro,news,2018,0.9,0.36,6,0
489399,AI will replace jobs,Automation replaces human workers,con,blog,2022,0.77,0.13,4,1
105783,Automation impact on employment,Technology always creates more jobs than it destroys,pro,news,2022,-0.33,0.84,8,1
114787,AI will replace jobs,Automation increases productivity and efficiency,pro,research,2017,0.39,0.91,5,0
111632,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,social_media,2017,0.13,0.52,9,0
556320,Automation impact on employment,AI widens economic inequality,con,blog,2016,0.37,0.85,4,1
788775,Future of work with AI,Automation increases productivity and efficiency,pro,research,2021,-0.45,0.72,5,0
846489,Automation impact on employment,AI reduces human error in industries,pro,social_media,2018,-0.35,0.61,6,1
425595,AI will replace jobs,Automation replaces human workers,con,blog,2016,-0.67,0.7,4,0
580674,Future of work with AI,AI is transforming industries rapidly,neutral,blog,2023,-0.03,0.26,5,0
337073,Future of work with AI,Automation replaces human workers,con,social_media,2015,-0.56,0.2,4,1
393468,AI will replace jobs,The impact of AI on jobs is still uncertain,neutral,social_media,2020,-0.96,0.25,9,1
808129,Future of work with AI,Technology always creates more jobs than it destroys,pro,blog,2022,-0.33,0.22,8,1
196337,Future of work with AI,Low-skilled workers are at risk due to AI,con,research,2018,-0.03,0.01,8,1
683378,AI will replace jobs,AI is transforming industries rapidly,neutral,research,2025,-0.41,0.16,5,1
517782,Automation impact on employment,Low-skilled workers are at risk due to AI,con,blog,2015,-0.93,0.09,8,0
643307,AI will replace jobs,AI will create new job opportunities,pro,social_media,2022,-0.04,0.75,6,0
500215,Future of work with AI,AI widens economic inequality,con,research,2023,0.96,0.62,4,1
403173,Automation impact on employment,Automation increases productivity and efficiency,pro,news,2024,0.99,0.24,5,1
796388,AI will replace jobs,AI will create new job opportunities,pro,research,2025,0.79,0.29,6,1
202925,Future of work with AI,Automation increases productivity and efficiency,pro,social_media,2019,-0.41,0.89,5,1
997982,Automation impact on employment,AI adoption is growing worldwide,neutral,social_media,2022,0.6,0.32,5,1
793142,Automation impact on employment,AI will lead to massive unemployment,con,social_media,2023,0.27,0.05,6,1
956637,Future of work with AI,AI reduces human error in industries,pro,news,2020,-0.48,0.8,6,0
242695,Future of work with AI,AI widens economic inequality,con,blog,2023,0.1,0.72,4,1
160127,Future of work with AI,Low-skilled workers are at risk due to AI,con,social_media,2019,0.26,0.78,8,1
837593,Future of work with AI,AI reduces human error in industries,pro,news,2016,-0.39,0.34,6,1
740894,AI will replace jobs,AI adoption is growing worldwide,neutral,research,2016,-0.11,0.38,5,1
151969,Automation impact on employment,AI reduces human error in industries,pro,social_media,2021,0.95,0.92,6,1
735649,Future of work with AI,Technology always creates more jobs than it destroys,pro,research,2019,-0.32,0.05,8,1
763506,Future of work with AI,AI reduces human error in industries,pro,news,2018,-0.04,0.88,6,0
104723,Automation impact on employment,Automation replaces human workers,con,research,2016,-0.48,0.61,4,1
686218,Automation impact on employment,Automation increases productivity and efficiency,pro,research,2015,-0.53,0.51,5,1
221138,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,social_media,2016,0.73,0.96,9,1
863050,Future of work with AI,Automation replaces human workers,con,blog,2015,0.61,0.56,4,0
137562,Future of work with AI,AI is transforming industries rapidly,neutral,research,2015,0.59,0.87,5,0
152801,AI will replace jobs,AI will lead to massive unemployment,con,social_media,2022,-0.5,0.33,6,1
141638,Future of work with AI,Automation increases productivity and efficiency,pro,research,2015,-0.57,0.81,5,1
949301,AI will replace jobs,AI will create new job opportunities,pro,blog,2020,0.91,0.75,6,1
525907,AI will replace jobs,AI reduces human error in industries,pro,blog,2016,-0.9,0.76,6,0
776696,Future of work with AI,Both risks and benefits exist with AI,neutral,blog,2019,0.39,0.46,7,1
390804,AI will replace jobs,Automation increases productivity and efficiency,pro,blog,2021,0.23,0.15,5,1
442752,Automation impact on employment,AI is transforming industries rapidly,neutral,research,2015,-0.58,0.75,5,1
524709,Automation impact on employment,AI reduces human error in industries,pro,blog,2023,-0.93,0.61,6,1
312275,Automation impact on employment,AI is transforming industries rapidly,neutral,news,2020,-0.05,0.76,5,0
407875,Future of work with AI,AI adoption is growing worldwide,neutral,social_media,2021,0.11,0.8,5,0
790868,AI will replace jobs,AI reduces human error in industries,pro,social_media,2021,-0.56,0.96,6,1
447937,Automation impact on employment,Technology always creates more jobs than it destroys,pro,blog,2020,0.4,0.66,8,1
166478,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,social_media,2019,0.81,0.49,9,1
420991,Future of work with AI,Technology always creates more jobs than it destroys,pro,news,2025,-0.43,0.6,8,1
275783,AI will replace jobs,Both risks and benefits exist with AI,neutral,news,2015,-0.81,0.81,7,1
395837,Future of work with AI,Automation replaces human workers,con,blog,2021,0.73,0.8,4,1
601200,Automation impact on employment,Technology always creates more jobs than it destroys,pro,research,2017,-0.46,0.68,8,0
740232,Automation impact on employment,AI adoption is growing worldwide,neutral,blog,2023,-0.38,0.17,5,0
295897,Automation impact on employment,AI is transforming industries rapidly,neutral,news,2021,0.43,0.71,5,0
401646,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,research,2024,-0.6,0.09,9,1
604272,AI will replace jobs,Automation replaces human workers,con,blog,2018,-0.95,0.52,4,1
392929,AI will replace jobs,AI will create new job opportunities,pro,blog,2019,0.54,0.78,6,0
491276,Automation impact on employment,AI will lead to massive unemployment,con,social_media,2020,0.12,0.91,6,0
746242,Future of work with AI,AI will lead to massive unemployment,con,blog,2025,0.96,0.43,6,0
397408,Future of work with AI,AI reduces human error in industries,pro,news,2022,0.44,0.63,6,1
384273,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,blog,2022,0.24,0.75,9,1
952133,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,social_media,2017,-0.42,0.21,9,1
764570,AI will replace jobs,AI is transforming industries rapidly,neutral,research,2025,0.88,0.03,5,0
528923,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,news,2022,-0.86,0.97,9,1
576029,AI will replace jobs,AI adoption is growing worldwide,neutral,social_media,2020,-0.87,0.27,5,1
157685,Future of work with AI,Automation increases productivity and efficiency,pro,blog,2024,-0.61,0.54,5,1
680851,AI will replace jobs,Low-skilled workers are at risk due to AI,con,news,2024,-0.41,0.02,8,1
649150,AI will replace jobs,AI adoption is growing worldwide,neutral,news,2025,-0.67,0.23,5,0
693224,Automation impact on employment,AI reduces human error in industries,pro,blog,2023,-0.08,0.45,6,1
884623,AI will replace jobs,Both risks and benefits exist with AI,neutral,blog,2025,-0.08,0.85,7,1
929561,Automation impact on employment,AI widens economic inequality,con,research,2018,-0.03,0.04,4,1
589829,Future of work with AI,AI will create new job opportunities,pro,research,2018,-0.9,0.18,6,0
307766,Automation impact on employment,Both risks and benefits exist with AI,neutral,news,2015,0.74,0.56,7,1
170105,AI will replace jobs,AI will lead to massive unemployment,con,social_media,2022,0.66,0.15,6,0
413063,AI will replace jobs,Automation increases productivity and efficiency,pro,research,2019,-0.64,0.13,5,1
483879,Future of work with AI,Automation replaces human workers,con,blog,2025,0.91,0.85,4,1
249510,Future of work with AI,Automation increases productivity and efficiency,pro,research,2023,-0.47,0.07,5,0
620401,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,research,2017,-0.69,0.69,9,0
960405,Future of work with AI,AI widens economic inequality,con,blog,2018,-0.8,0.65,4,1
231687,Future of work with AI,Low-skilled workers are at risk due to AI,con,social_media,2015,0.14,0.31,8,1
290775,Future of work with AI,AI will lead to massive unemployment,con,blog,2023,-0.35,0.1,6,0
659233,Future of work with AI,Both risks and benefits exist with AI,neutral,research,2024,0.97,0.02,7,0
826591,Future of work with AI,AI widens economic inequality,con,blog,2021,-0.36,0.76,4,0
227229,Automation impact on employment,Both risks and benefits exist with AI,neutral,blog,2015,0.73,0.82,7,0
247676,Future of work with AI,AI widens economic inequality,con,blog,2024,0.56,0.86,4,0
275688,Future of work with AI,AI reduces human error in industries,pro,news,2023,0.88,0.18,6,1
814245,AI will replace jobs,AI will lead to massive unemployment,con,research,2023,-0.8,0.12,6,0
383793,Automation impact on employment,AI adoption is growing worldwide,neutral,social_media,2021,0.22,0.36,5,1
458915,Automation impact on employment,AI widens economic inequality,con,research,2019,0.29,0.17,4,1
147628,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,social_media,2024,-0.84,0.63,9,1
424167,AI will replace jobs,Low-skilled workers are at risk due to AI,con,social_media,2020,0.22,0.55,8,0
174939,Future of work with AI,AI reduces human error in industries,pro,research,2024,-0.41,0.44,6,1
198138,Future of work with AI,AI is transforming industries rapidly,neutral,blog,2016,0.93,0.15,5,0
680584,Future of work with AI,AI adoption is growing worldwide,neutral,blog,2015,0.53,0.38,5,0
344527,AI will replace jobs,Automation increases productivity and efficiency,pro,news,2024,-0.3,0.78,5,0
975855,AI will replace jobs,Automation replaces human workers,con,research,2025,0.23,0.27,4,1
988347,AI will replace jobs,AI adoption is growing worldwide,neutral,social_media,2020,0.75,0.51,5,0
758519,Automation impact on employment,Low-skilled workers are at risk due to AI,con,social_media,2021,-0.87,0.29,8,1
387405,Automation impact on employment,AI widens economic inequality,con,news,2018,-0.19,0.03,4,0
785946,Future of work with AI,Both risks and benefits exist with AI,neutral,news,2025,0.06,0.16,7,1
249046,Automation impact on employment,Both risks and benefits exist with AI,neutral,social_media,2017,0.07,0.19,7,0
106581,Future of work with AI,AI adoption is growing worldwide,neutral,social_media,2025,0.01,0.42,5,0
554274,Future of work with AI,AI reduces human error in industries,pro,social_media,2018,0.54,0.48,6,1
468930,AI will replace jobs,AI adoption is growing worldwide,neutral,research,2015,0.85,0.47,5,0
219965,Automation impact on employment,AI reduces human error in industries,pro,news,2019,0.67,0.27,6,0
845241,Automation impact on employment,Automation replaces human workers,con,news,2019,0.57,0.13,4,0
341504,Automation impact on employment,Low-skilled workers are at risk due to AI,con,news,2016,0.46,0.56,8,1
422402,Automation impact on employment,AI will create new job opportunities,pro,news,2015,0.22,0.71,6,1
528803,AI will replace jobs,AI is transforming industries rapidly,neutral,news,2022,0.14,0.75,5,0
595018,AI will replace jobs,Low-skilled workers are at risk due to AI,con,news,2020,0.76,0.27,8,0
884477,Automation impact on employment,AI will lead to massive unemployment,con,blog,2016,0.84,0.1,6,0
239787,AI will replace jobs,AI will lead to massive unemployment,con,news,2023,0.62,0.09,6,1
978307,Future of work with AI,Low-skilled workers are at risk due to AI,con,social_media,2023,0.98,0.4,8,0
224888,AI will replace jobs,AI will lead to massive unemployment,con,research,2017,0.68,0.96,6,0
145842,Future of work with AI,Low-skilled workers are at risk due to AI,con,social_media,2024,-0.98,0.45,8,1
695468,Future of work with AI,AI widens economic inequality,con,social_media,2022,0.82,0.29,4,1
152868,Automation impact on employment,AI reduces human error in industries,pro,blog,2015,-0.04,0.0,6,0
823537,AI will replace jobs,AI reduces human error in industries,pro,news,2018,0.22,0.81,6,1
623190,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,social_media,2023,-0.28,0.52,9,1
328699,AI will replace jobs,Automation increases productivity and efficiency,pro,news,2017,0.89,0.34,5,1
368174,AI will replace jobs,AI will create new job opportunities,pro,social_media,2025,0.74,0.96,6,1
201681,AI will replace jobs,Automation increases productivity and efficiency,pro,research,2016,-0.73,0.91,5,1
181324,Automation impact on employment,Automation replaces human workers,con,social_media,2024,-0.19,0.57,4,1
431086,AI will replace jobs,AI widens economic inequality,con,social_media,2019,0.7,0.07,4,1
332275,Automation impact on employment,AI will lead to massive unemployment,con,research,2017,0.49,0.59,6,0
720217,Automation impact on employment,Automation increases productivity and efficiency,pro,news,2018,0.26,0.7,5,0
128664,AI will replace jobs,AI reduces human error in industries,pro,research,2019,0.81,0.73,6,1
373309,AI will replace jobs,Both risks and benefits exist with AI,neutral,social_media,2018,0.01,0.13,7,1
921656,AI will replace jobs,Automation increases productivity and efficiency,pro,news,2017,-0.7,0.86,5,1
209695,AI will replace jobs,AI adoption is growing worldwide,neutral,research,2019,-0.44,0.48,5,1
378270,Future of work with AI,Low-skilled workers are at risk due to AI,con,news,2018,0.85,0.54,8,1
353929,Future of work with AI,Automation increases productivity and efficiency,pro,news,2015,0.43,0.9,5,1
603459,AI will replace jobs,AI will lead to massive unemployment,con,research,2019,-0.28,0.04,6,1
574992,Future of work with AI,AI adoption is growing worldwide,neutral,news,2015,-0.9,0.43,5,1
247549,Automation impact on employment,Both risks and benefits exist with AI,neutral,social_media,2017,-0.96,0.2,7,1
682521,Automation impact on employment,AI will create new job opportunities,pro,blog,2025,-0.85,0.48,6,1
728216,AI will replace jobs,AI reduces human error in industries,pro,news,2018,0.31,0.99,6,1
829718,Automation impact on employment,Automation replaces human workers,con,blog,2019,-0.06,0.09,4,0
150435,Future of work with AI,Both risks and benefits exist with AI,neutral,news,2022,0.41,0.88,7,0
775909,Automation impact on employment,Technology always creates more jobs than it destroys,pro,blog,2018,-0.85,0.68,8,1
809666,AI will replace jobs,AI will lead to massive unemployment,con,research,2024,0.7,0.58,6,1
989030,Future of work with AI,Automation increases productivity and efficiency,pro,news,2022,0.87,0.41,5,0
715015,AI will replace jobs,AI will create new job opportunities,pro,blog,2023,-0.19,0.8,6,0
969809,Automation impact on employment,Both risks and benefits exist with AI,neutral,social_media,2023,-0.79,0.0,7,1
479320,Future of work with AI,AI reduces human error in industries,pro,research,2021,0.91,0.18,6,0
152930,Future of work with AI,AI will create new job opportunities,pro,blog,2019,-0.85,0.19,6,0
632545,Automation impact on employment,Both risks and benefits exist with AI,neutral,social_media,2016,-0.57,0.71,7,1
291115,Future of work with AI,AI will lead to massive unemployment,con,news,2018,-0.93,0.42,6,0
861441,Automation impact on employment,Automation replaces human workers,con,research,2015,-0.2,0.52,4,1
622660,Automation impact on employment,Both risks and benefits exist with AI,neutral,research,2025,-0.95,0.6,7,1
690027,AI will replace jobs,Technology always creates more jobs than it destroys,pro,research,2015,0.87,0.94,8,1
242774,AI will replace jobs,Automation replaces human workers,con,blog,2017,0.35,0.3,4,1
394922,Future of work with AI,AI will create new job opportunities,pro,blog,2019,-0.41,0.29,6,0
894973,AI will replace jobs,The impact of AI on jobs is still uncertain,neutral,blog,2016,-0.89,0.01,9,1
635416,Automation impact on employment,Technology always creates more jobs than it destroys,pro,news,2018,-0.34,0.11,8,0
474657,Automation impact on employment,AI widens economic inequality,con,blog,2020,-0.68,0.65,4,0
162200,Future of work with AI,Low-skilled workers are at risk due to AI,con,social_media,2023,-0.43,0.65,8,0
542912,Automation impact on employment,AI widens economic inequality,con,social_media,2016,-0.47,0.13,4,1
520248,AI will replace jobs,Automation replaces human workers,con,social_media,2018,-0.8,0.12,4,1
350799,Future of work with AI,AI will create new job opportunities,pro,news,2025,0.39,0.61,6,1
458363,AI will replace jobs,AI widens economic inequality,con,news,2024,-0.25,0.6,4,0
179032,AI will replace jobs,Automation replaces human workers,con,social_media,2019,-0.43,0.65,4,1
658081,Automation impact on employment,AI is transforming industries rapidly,neutral,blog,2025,0.29,0.99,5,0
762245,AI will replace jobs,AI will create new job opportunities,pro,news,2025,-0.08,0.91,6,1
421405,Future of work with AI,AI is transforming industries rapidly,neutral,blog,2020,0.06,0.22,5,0
782354,AI will replace jobs,Low-skilled workers are at risk due to AI,con,social_media,2017,0.58,0.68,8,0
295101,AI will replace jobs,AI will create new job opportunities,pro,social_media,2017,0.66,0.62,6,0
521875,Automation impact on employment,AI will create new job opportunities,pro,social_media,2023,-0.89,0.72,6,1
509036,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,news,2024,-0.82,0.92,9,1
178476,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,research,2016,0.9,0.38,9,1
931524,Automation impact on employment,Automation replaces human workers,con,news,2022,-0.98,0.42,4,1
898166,AI will replace jobs,Automation increases productivity and efficiency,pro,research,2021,-0.55,0.45,5,1
421457,AI will replace jobs,Technology always creates more jobs than it destroys,pro,social_media,2015,-0.57,0.26,8,0
339374,Future of work with AI,AI adoption is growing worldwide,neutral,news,2020,0.02,0.99,5,1
610681,Future of work with AI,Technology always creates more jobs than it destroys,pro,blog,2018,0.04,0.9,8,0
663330,AI will replace jobs,AI adoption is growing worldwide,neutral,social_media,2018,0.53,0.56,5,1
547077,Future of work with AI,AI will lead to massive unemployment,con,research,2017,0.76,0.75,6,1
575315,Automation impact on employment,AI is transforming industries rapidly,neutral,news,2015,0.73,0.77,5,1
159711,Automation impact on employment,The impact of AI on jobs is still uncertain,neutral,social_media,2022,0.51,0.87,9,1
684678,AI will replace jobs,AI is transforming industries rapidly,neutral,blog,2018,0.78,0.99,5,1
137993,AI will replace jobs,AI is transforming industries rapidly,neutral,social_media,2016,-0.48,0.8,5,0
711783,Future of work with AI,Automation replaces human workers,con,research,2022,0.76,0.7,4,1
870093,Automation impact on employment,Both risks and benefits exist with AI,neutral,news,2018,-0.99,0.06,7,1
562573,Automation impact on employment,AI will lead to massive unemployment,con,news,2015,0.99,0.34,6,0
422777,AI will replace jobs,AI will lead to massive unemployment,con,social_media,2024,-0.03,0.39,6,0
361935,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,news,2019,-0.28,0.13,9,0
947161,Future of work with AI,Both risks and benefits exist with AI,neutral,news,2021,0.76,0.29,7,1
513804,Future of work with AI,AI adoption is growing worldwide,neutral,research,2025,-0.91,0.16,5,0
374427,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,news,2017,-0.51,0.22,9,0
445989,Automation impact on employment,AI is transforming industries rapidly,neutral,research,2017,-0.29,0.38,5,0
856779,AI will replace jobs,Automation replaces human workers,con,social_media,2017,0.57,0.14,4,0
344566,AI will replace jobs,Technology always creates more jobs than it destroys,pro,blog,2025,-0.4,0.46,8,0
920837,Automation impact on employment,AI is transforming industries rapidly,neutral,news,2021,-0.01,0.73,5,1
895968,Automation impact on employment,Technology always creates more jobs than it destroys,pro,social_media,2020,0.15,0.48,8,1
152840,Future of work with AI,AI adoption is growing worldwide,neutral,blog,2021,0.69,0.69,5,0
129762,AI will replace jobs,AI is transforming industries rapidly,neutral,social_media,2019,0.06,0.88,5,1
489926,Automation impact on employment,AI will lead to massive unemployment,con,research,2025,-0.87,0.38,6,1
932597,Automation impact on employment,AI is transforming industries rapidly,neutral,research,2024,-0.94,0.2,5,0
314837,Automation impact on employment,AI reduces human error in industries,pro,research,2017,-0.12,0.7,6,1
648269,AI will replace jobs,Automation increases productivity and efficiency,pro,news,2016,0.12,0.63,5,1
261171,Automation impact on employment,AI widens economic inequality,con,social_media,2021,0.24,0.82,4,0
150322,Future of work with AI,Technology always creates more jobs than it destroys,pro,news,2025,0.42,0.24,8,0
153521,AI will replace jobs,Automation increases productivity and efficiency,pro,blog,2020,0.18,0.27,5,0
567229,AI will replace jobs,Both risks and benefits exist with AI,neutral,blog,2016,-0.78,0.08,7,0
713901,Automation impact on employment,Low-skilled workers are at risk due to AI,con,news,2020,-0.32,0.31,8,0
186263,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,news,2016,-0.7,0.72,9,0
352383,AI will replace jobs,AI adoption is growing worldwide,neutral,news,2023,0.2,0.17,5,1
546289,Future of work with AI,Technology always creates more jobs than it destroys,pro,news,2021,-0.02,0.72,8,1
466090,AI will replace jobs,AI reduces human error in industries,pro,news,2016,-0.44,0.36,6,1
760654,Future of work with AI,Automation increases productivity and efficiency,pro,research,2016,-0.24,0.96,5,0
456063,Future of work with AI,Automation increases productivity and efficiency,pro,social_media,2016,0.79,0.05,5,1
833421,Future of work with AI,Technology always creates more jobs than it destroys,pro,news,2023,-0.62,0.35,8,1
819393,Automation impact on employment,Low-skilled workers are at risk due to AI,con,blog,2021,0.06,0.79,8,1
837811,AI will replace jobs,Technology always creates more jobs than it destroys,pro,social_media,2023,-0.72,0.64,8,1
796750,AI will replace jobs,Low-skilled workers are at risk due to AI,con,research,2021,-0.04,0.88,8,0
661006,AI will replace jobs,AI reduces human error in industries,pro,news,2020,-0.96,0.96,6,1
198113,Future of work with AI,The impact of AI on jobs is still uncertain,neutral,social_media,2020,0.35,0.59,9,0
847064,Future of work with AI,AI is transforming industries rapidly,neutral,social_media,2019,0.9,0.8,5,0
967180,Future of work with AI,Both risks and benefits exist with AI,neutral,research,2015,-0.02,0.34,7,1
915454,Future of work with AI,AI adoption is growing worldwide,neutral,blog,2022,0.99,0.84,5,1
327402,Automation impact on employment,AI will lead to massive unemployment,con,research,2017,0.32,0.7,6,1
505190,Future of work with AI,AI will lead to massive unemployment,con,research,2021,-0.6,0.66,6,0
909764,Future of work with AI,AI is transforming industries rapidly,neutral,blog,2015,0.16,0.25,5,0
939146,Automation impact on employment,Technology always creates more jobs than it destroys,pro,blog,2017,-0.54,0.85,8,0
904626,AI will replace jobs,AI reduces human error in industries,pro,news,2022,-0.01,0.49,6,0
937099,AI will replace jobs,AI adoption is growing worldwide,neutral,research,2020,-0.27,0.99,5,1
603306,Future of work with AI,Low-skilled workers are at risk due to AI,con,research,2024,0.0,0.67,8,1
592847,AI will replace jobs,AI will create new job opportunities,pro,social_media,2015,0.49,0.5,6,0
974019,AI will replace jobs,AI will lead to massive unemployment,con,blog,2019,-0.1,0.97,6,0
246398,Automation impact on employment,Both risks and benefits exist with AI,neutral,blog,2016,0.95,0.89,7,0
720967,AI will replace jobs,AI widens economic inequality,con,social_media,2023,0.73,0.58,4,0
628183,Automation impact on employment,Technology always creates more jobs than it destroys,pro,blog,2022,0.87,0.55,8,0
